Artist,Country,State/Region/Province,City,Related Labels,Related Bands,Released split with,Year (of the first release),Website,Streaming Site,Discogs,Rate Your Music,Style,Melodiousness,My rating,Tags,Added at,Page ID
Weatherbox,US,California,San Diego,"Topshelf Records (https://www.notion.so/Topshelf-Records-e03376612283478ca2e1829f5b118061?pvs=21), Doghouse Records (https://www.notion.so/Doghouse-Records-f64f226f8d574dd69e29ea0a450942bd?pvs=21), Triple Crown Records (https://www.notion.so/Triple-Crown-Records-351aa7f1744648cf9cb2625b87ab2cc4?pvs=21)",,,2006,,https://weatherbox.bandcamp.com,https://www.discogs.com/artist/1474106-Weatherbox,https://rateyourmusic.com/artist/weatherbox,"Alternative Rock, Post-Hardcore",8,9,,"June 25, 2022 7:54 PM",475fbd75236a4cc9a973ee26cce6ac56
You Blew It!,US,Florida,Orlando,"Jade Tree Records (https://www.notion.so/Jade-Tree-Records-6adc3bbf0da246259fd7df5bd8566527?pvs=21), Topshelf Records (https://www.notion.so/Topshelf-Records-e03376612283478ca2e1829f5b118061?pvs=21), Triple Crown Records (https://www.notion.so/Triple-Crown-Records-351aa7f1744648cf9cb2625b87ab2cc4?pvs=21)",,"Dikembe (https://www.notion.so/Dikembe-afaec9b6cd4b459789b9f2750df25f32?pvs=21), Into It. Over It. (https://www.notion.so/Into-It-Over-It-de557eb63d7a41d88d1d394ae44b6e61?pvs=21)",2009,,https://youblewit.bandcamp.com/,https://www.discogs.com/artist/2785230-You-Blew-It!,,"Midwest Emo, Twinkle",7,6,Kinsella-like,"June 25, 2022 7:38 PM",3c875817f9d04d08bae7e3bf0855b622
Springhill,Germany,Land Niedersachsen,Helmstedt,Love (https://www.notion.so/Love-97539d8bea3f4f84a1e3e551e1465318?pvs=21),,,1996,http://www.springhill.de/,https://sprecords.bandcamp.com/album/you-saw-me-laugh-you-saw-me-cry,https://www.discogs.com/artist/1266390-Springhill,,"Melodic Hardcore, Midwest Emo",8,7,,"June 25, 2022 7:03 PM",2fa01409b89b4791b4837c954e08b58b
Dandeleon,Germany,,,,,,1998,,,https://www.discogs.com/artist/1924465-Dandeleon,https://rateyourmusic.com/artist/dandeleon,"Midwest Emo, Post-Hardcore",6,6,,"June 25, 2022 6:58 PM",2437d61631414a4c8725d6b6b50f110f
The Klondike Derby,Germany,Bayern,Hersbruck,Swing Deluxe Records (https://www.notion.so/Swing-Deluxe-Records-2e827f2e25fb4d049bc2311aee6cf06c?pvs=21),,,2000,,,https://www.discogs.com/artist/1932708-The-Klondike-Derby,,"Indie Rock, Midwest Emo, Post-Hardcore",5,5,,"June 25, 2022 6:34 PM",60ded1e48ceb4bf18ad70ba65568eb02
The Cherryville,Germany,Bayern,Augsburg,Swing Deluxe Records (https://www.notion.so/Swing-Deluxe-Records-2e827f2e25fb4d049bc2311aee6cf06c?pvs=21),,,1998,,,https://www.discogs.com/artist/1167511-The-Cherryville,,"Emo-Core, Midwest Emo",6,5,,"June 25, 2022 6:31 PM",73fb63862b9a425fb2a92fa5825e0127
Cyan,Germany,Bayern,Hersbruck,Swing Deluxe Records (https://www.notion.so/Swing-Deluxe-Records-2e827f2e25fb4d049bc2311aee6cf06c?pvs=21),,,1997,,,https://www.discogs.com/artist/605361-Cyan-5,,"Melodic Hardcore, Midwest Emo, Post-Hardcore",7,6,"Twin-vocal, VA: The Cowboy's Plane Game, With Screamed voice, With Strings","June 25, 2022 6:27 PM",82be17a4fdcc493e9b3667c2a1259fdb
Satellite Lost,US,New York,Oyster Bay,,,,2004,,,https://www.discogs.com/artist/5501155-Satellite-Lost,,"Indie Rock, Midwest Emo, Post Rock",7,6,,"June 25, 2022 6:26 PM",a36b2b93a00341dca4284d71bca6669d
Santiago,Germany,,,,Rusty James (https://www.notion.so/Rusty-James-2bd64666c6a640d0b70fd8fa6d742ef4?pvs=21),,1997,,,https://www.discogs.com/artist/1264435-Santiago-14,,"Emo-Core, Post-Hardcore",4,4,,"June 25, 2022 6:14 PM",f6db3519c39546d3ba320e5a078a6f17
Stupid Acting Smart,UK/Scotland,,,,,,1994,,,,https://rateyourmusic.com/artist/stupid_acting_smart,Midwest Emo,7,7,Twin-vocal,"June 25, 2022 5:28 PM",12e2ab068e694aedb76aa82f4b2e84a9
The Pennikurvers (aka Volume 11),US,California,El Monte,,,,1995,,,https://www.discogs.com/artist/1107236-The-Pennikurvers,https://rateyourmusic.com/artist/the_pennikurvers,"Indie Rock, Midwest Emo",6,6,Female-fronted,"June 25, 2022 5:24 PM",4efd1c09b1de484fbbeb6726b5b4fa47
Greater Than Less Than,Canada,Alberta,Edmonton,,,,1997,,,https://www.discogs.com/artist/2776629-Greater-Than-Less-Than,,"Melodic Hardcore, Midwest Emo",6,5,,"June 25, 2022 5:10 PM",b648ceb16f9247a282677d7d0bb47cce
"Pilots in Paris (fka The Delta Connection, Cerulean)",Germany,Bremen,Bremen?,Abridged Records (https://www.notion.so/Abridged-Records-22fbb930286c4a0182bf6eb170774ee7?pvs=21),"Don Quichote (https://www.notion.so/Don-Quichote-43be348bcd064e718543ffa660223e0e?pvs=21), Rusty James (https://www.notion.so/Rusty-James-2bd64666c6a640d0b70fd8fa6d742ef4?pvs=21)",,1997,https://web.archive.org/web/19990128123805/http://home.t-online.de/home/cerulean/index2.htm,,https://www.discogs.com/artist/1880420-Pilots-In-Paris,https://rateyourmusic.com/artist/pilots_in_paris,"Midwest Emo, Post-Hardcore",8,9,,"June 25, 2022 3:43 PM",a97fc42214114e60aa821fe1d5815194
Notaword,US,Wisconsin,Kenosha,,,,1998,,,https://www.discogs.com/artist/2447411-Notaword,,Midwest Emo,7,7,,"June 25, 2022 3:15 PM",9f5d672530954f70a89e8f2a453ff364
Arrows,Australia,Queensland,Brisbane,Hobbledehoy (https://www.notion.so/Hobbledehoy-f265015589604839a96a7996b601f8b5?pvs=21),,,2006,,https://arrowsmusic.bandcamp.com/,https://www.discogs.com/artist/1203987-Arrows-6,,Midwest Emo,7,7,Mineral-like,"June 25, 2022 12:31 AM",3680b89e9cb4465289df6a3b68192943
The Alexander,US,Texas,Dallas,,,,2004,,https://thealexanderdallas.bandcamp.com/,https://www.discogs.com/artist/6125805-The-Alexander,,"Midwest Emo, Post-Hardcore",6,6,,"June 25, 2022 12:26 AM",9169d165855c47d88d78ea88b78fe31c
Tuesday Afternoon,Spain,Catalunya,Barcelona,,,,2000,,,https://www.discogs.com/artist/2143460-Tuesday-Afternoon,https://rateyourmusic.com/artist/tuesday_afternoon,Midwest Emo,,,VA: Love Still Has Its Meaning,"June 25, 2022 12:05 AM",5eba5821d99e435582880904c983faf7
This Forever Hope,US,Virginia,,,,,2003,,,https://www.discogs.com/artist/9878470-This-Forever-Hope,,"Midwest Emo, Post Rock",8,7,"CCM, Twin-vocal","June 25, 2022 12:03 AM",74f20666e0f34ebc83c2c84cd3c4d491
ThinkingDayRally,US,Florida,Tampa,,,,2001,,,https://www.discogs.com/artist/5119314-ThinkingDayRally,,"Midwest Emo, Piano Rock, Post Rock",7,6,"VA: The Emo Philips Diaries: From Tampa To Eternity, With Keyboards","June 25, 2022 12:02 AM",6dbc36f4a22b470b931607e2f9978547
The Osterman Weekend,US,Connecticut,Derby,,,,2000,,,https://www.discogs.com/artist/1272239-The-Osterman-Weekend,https://rateyourmusic.com/artist/the_osterman_weekend,"Midwest Emo, Post-Hardcore",6,6,,"June 24, 2022 11:59 PM",2b8998f9e18849cc9a971f5a91a98da8
The Interstate Ten,US,California,San Diego,,,,1997,,,https://www.discogs.com/artist/3274152-The-Interstate-Ten,,"Hardcore Punk, Midwest Emo, Post-Hardcore",8,7,,"June 24, 2022 11:58 PM",90b24ce7ef664d078bab40e0b319805e
Midwest Pen Pals,US,Indiana,South Bend,,"Park Jefferson (https://www.notion.so/Park-Jefferson-e846a9abc55847f0840021b0af8ac239?pvs=21), Oliver Houston (https://www.notion.so/Oliver-Houston-c6bd7610fc5c4eab9c9eef086072713e?pvs=21)",,2009,,,https://www.discogs.com/artist/6302385-Midwest-Pen-Pals,,"Math, Midwest Emo, Twinkle",6,7,With Screamed voice,"June 24, 2022 11:40 PM",c06bd4718fd74b6eacdbd612ba2ee199
The Diggs,US,New York,,,,,2005,,,https://www.discogs.com/artist/3341846-The-Diggs-2,,Midwest Emo,8,7,,"June 24, 2022 12:51 AM",8e0fc1de72d34477b2d80a4ff9301523
The Bicycle Project,US,Nevada,,,,,2000,,,https://www.discogs.com/artist/6850543-The-Bicycle-Project,,Midwest Emo,8,7,Twin-vocal,"June 24, 2022 12:49 AM",ace1f0343e7f40ebb3b9f7e48b3220ce
The Awards,Canada,Québec,,,,,2002,,,https://www.discogs.com/artist/3134653-The-Awards,,"Midwest Emo, Pop Punk, Post Rock",7,7,Twin-vocal,"June 24, 2022 12:47 AM",042faf04263844b18cbc40d4ad84ffcc
The Autumn Year,UK/England,West Yorkshire,Leeds,Santos Records (https://www.notion.so/Santos-Records-019bc722ef7346abba0abe2c0cf879df?pvs=21),,,2000,,,https://www.discogs.com/artist/2025259-The-Autumn-Year,,Midwest Emo,7,7,Mineral-like,"June 24, 2022 12:46 AM",e9ad0f6f171d4ecba2ce003c2d5b0e7c
"Step Softly, Ghost",US,Indiana,Fort Wayne,,,,2002,,,https://www.discogs.com/artist/2163571-Step-Softly-Ghost,,"Midwest Emo, Post-Hardcore",7,7,Twin-vocal,"June 24, 2022 12:44 AM",63612575fa044dc99908e46ec702b446
Slow Fore,US,Massachusetts,Boston,,,,1999,,,https://www.discogs.com/artist/3537348-Slow-Fore,,"Midwest Emo, Post-Hardcore",6,6,Twin-vocal,"June 24, 2022 12:42 AM",24256dcd51324b87a6bdfb84e24767ff
Seconds Separate the Days,US,Wisconsin,Little Chute,,The French New Wave (https://www.notion.so/The-French-New-Wave-7068d3ca55d2460da15f485774bea428?pvs=21),,1998,,,https://www.discogs.com/artist/3351864-Seconds-Separate-The-Days,https://rateyourmusic.com/artist/seconds_separate_the_days,"Midwest Emo, Post-Hardcore",6,6,,"June 24, 2022 12:40 AM",03370d7593154b45b8b54606ca6d8f5a
Rydia,US,New York,Valley Cottage,,,,2003,,,https://www.discogs.com/artist/3699196-Rydia,,"Melodic Hardcore, Midwest Emo, Pop Punk",7,6,,"June 24, 2022 12:39 AM",6ac84861c57c45b1b9503c5751664bf8
Running Scared,US,Pennsylvania,Bradford,,,,2003,,,https://www.discogs.com/artist/5519969-Running-Scared,,"Hardcore Punk, Melodic Hardcore, Midwest Emo",6,6,,"June 24, 2022 12:37 AM",33313f5b9b5040ef99ae2148be6b9c1e
Pictures Can Tell,US,Utah,Salt Lake City,,,,1999,,,https://www.discogs.com/artist/1531623-Pictures-Can-Tell,https://rateyourmusic.com/artist/pictures-can-tell,Midwest Emo,7,8,,"June 24, 2022 12:35 AM",a64fb1ad541f446cae37726e08e0147a
One Toy Soldier,UK/England,London,,,,,2005,,,https://www.discogs.com/artist/2710090-One-Toy-Soldier,,Midwest Emo,7,7,Twin-vocal,"June 24, 2022 12:34 AM",2a76fbb727d7409aaeccb208f54d3e74
Once.Lost.Pictures,US,Iowa,,,,,2002,,,https://www.discogs.com/artist/11287811-OnceLostPictures,,"Electronica, Midwest Emo",6,5,"CCM, Twin-vocal","June 24, 2022 12:34 AM",e791894868774ecea671f465340e3a52
On When Ready,Germany,Nordrhein-Westfalen,Recklinghausen,,,,2003,,,https://www.discogs.com/artist/447194-On-When-Ready,,"Melodic Hardcore, Midwest Emo",7,5,,"June 24, 2022 12:32 AM",5fcf9e5d75ed4e269b574866cc575bfa
Waker,US,,,,,,2000,,,https://www.discogs.com/artist/6362482-Waker-2,,"Hardcore Punk, Midwest Emo",5,5,,"June 24, 2022 12:25 AM",06bf4a71cae94be6876afeda9b6a91a5
Oliver,Italy,Pordenone,Maniago,,,,2000,https://web.archive.org/web/20021108025442/http://listen.to/oliver_pn,,https://www.discogs.com/artist/4523602-Oliver-62,,Midwest Emo,7,7,,"June 24, 2022 12:16 AM",77f61e6c86c44c0588c2dbeda6f6ba80
Northstar,US,Alabama,Huntsville,Triple Crown Records (https://www.notion.so/Triple-Crown-Records-351aa7f1744648cf9cb2625b87ab2cc4?pvs=21),,,1999,https://en.wikipedia.org/wiki/Northstar_(band),,https://www.discogs.com/artist/1931493-Northstar-7,,"Midwest Emo, Post-Hardcore",8,7,,"June 24, 2022 12:02 AM",61e52d59f8824e32af36aeebd8be2925
Morning Before,Germany,Baden-Württemberg,Waldbronn,Strange Fruit (https://www.notion.so/Strange-Fruit-548072d1f96341318b8d17bfae4feeb2?pvs=21),,Lights at Amber (https://www.notion.so/Lights-at-Amber-be69380999c24f3ebb2e438dc4e98dfc?pvs=21),1998,,,https://www.discogs.com/artist/1524905-Morning-Before,,Midwest Emo,7,7,"Female-fronted, VA: Love Still Has Its Meaning","June 24, 2022 12:01 AM",c6ba7630ac6c4a008ca233ddb609d3c1
Month of Birthdays,UK/England,Durham,Darlington?,Subjugation Records (https://www.notion.so/Subjugation-Records-39dae131d382452398d1f99886c97eba?pvs=21),,,1997,,,https://www.discogs.com/artist/1466533-Month-Of-Birthdays,https://rateyourmusic.com/artist/month_of_birthdays,"Emo-Core, Midwest Emo",6,6,Female-fronted,"June 24, 2022 12:00 AM",2d646f8b60a542de94f98074b7a91769
Michael,US,Georgia,Athens,Deep Elm Records (https://www.notion.so/Deep-Elm-Records-d6ecb31d37ea4516b2dadd597abbd7a7?pvs=21),,,1999,https://www.ghostmeat.com/michael.html,,https://www.discogs.com/artist/620696-Michael-10,,Midwest Emo,7,7,VA: Emo Diaries,"June 23, 2022 11:58 PM",f11f1f36812e4885a5d06fba88e138d8
Meridians Divided,US,Illinois,Elgin,,,,2001,,,https://www.discogs.com/artist/2139803-Meridians-Divided,,Midwest Emo,7,,Twin-vocal,"June 23, 2022 11:57 PM",1ef7422bcba24cab9d9f9a8a1f0d4a08
Maudlin,US,California,San Diego,,,,2002,,,https://www.discogs.com/artist/9477637-Maudlin-5,,"Midwest Emo, Post-Hardcore",,,Sinister mood,"June 23, 2022 11:55 PM",44a64f3350d94cfda7cc695dc69b28d8
Lorna Slavin,Australia,Queensland,Brisbane,,,,2007,http://www.myspace.com/lornaslavin,,https://www.discogs.com/artist/6152949-Lorna-Slavin,,"Midwest Emo, Post-Hardcore",,,With Screamed voice,"June 23, 2022 11:51 PM",25bacb9701b04c78adf41944dc31e5fd
Left at Yale,US,California,,,,,1999,,,https://www.discogs.com/artist/9183937-Left-At-Yale,,"Hardcore Punk, Midwest Emo",7,7,,"June 23, 2022 11:48 PM",273b264701874520882fde8b5a35768b
Jenhitt,US,Maryland,,,,,1995,,https://asih.bandcamp.com/album/in-the-cold-light-of-winter-jenhitt-2,https://www.discogs.com/artist/1827086-Jenhitt,,"Indie Rock, Midwest Emo",6,5,Female-fronted,"June 22, 2022 7:26 PM",9cbbb292aecb4ee8b730b2a2b979f820
Junction,US,Pennsylvania,Waynesboro,,Samuel (aka Samuel S.C.) (https://www.notion.so/Samuel-aka-Samuel-S-C-7bca7ca65e7f425eb800cb34e2ab0fa7?pvs=21),,1991,,,https://www.discogs.com/artist/1445776-Junction-4,,"Midwest Emo, Post-Hardcore",7,5,Female-fronted,"June 22, 2022 7:26 PM",d7e4ea54d8834ad39e3bf43dffadc5cd
Half Hour to Go,US,New Jersey,,Grass Records (https://www.notion.so/Grass-Records-d11a667be9d3458b88fb5b29c45ecb49?pvs=21),,,1995,,,https://www.discogs.com/artist/1051789-Half-Hour-To-Go,https://rateyourmusic.com/artist/half_hour_to_go,"Alternative Rock, Midwest Emo",6,5,,"June 22, 2022 6:50 PM",db308cab87ce42dca3dde6f84aef1c39
Give Until Gone,US,California,,Dim Mak Records (https://www.notion.so/Dim-Mak-Records-85e6e6f5c31b42c2a059665c5e7ea970?pvs=21),,,1997,,,https://www.discogs.com/artist/1222870-Give-Until-Gone,,"Midwest Emo, Pop Punk",,,,"June 22, 2022 6:36 PM",d0fe59ade5484d5c9924840f308f3f7e
Genius Breed,Finland,Uusimaa,Helsinki,,,,1997,https://web.archive.org/web/20010206093441/http://www.geniusbreed.net/bio.html,,https://www.discogs.com/artist/4156365-Genius-Breed,,"Alternative Rock, Midwest Emo, Pop Punk",7,7,With Keyboards,"June 22, 2022 6:31 PM",ac81b3fe42774b639766ac31bbcd80c9
Full Surrender,US,New Jersey,,,,,2003,,,https://www.discogs.com/artist/6224106-Full-Surrender,,Midwest Emo,6,5,"Acoustic, With Screamed voice","June 22, 2022 6:15 PM",f8bcea1d18fb46b9a613fc433d39457f
Forty Nine Hudson,US,Utah,,,,,1997,https://soundcloud.com/toweringgiant/forty-nine-hudson-unreleased,,https://www.discogs.com/artist/1551609-Forty-Nine-Hudson,,"Midwest Emo, Post-Hardcore",4,5,,"June 22, 2022 6:14 PM",309168e4a660487ba22c09ad9b4be6d9
"Fly, Mordecai",US,Texas,,,,,2003,,,https://www.discogs.com/artist/7944990-Fly-Mordecai,,Midwest Emo,6,6,,"June 22, 2022 5:54 PM",67b499ee3c6d4454848e0eed4aecf792
Five Star Sequel,US,Iowa,Bettendorf,,,,2004,,,https://www.discogs.com/artist/9225949-Five-Star-Sequel,,"Melodic Hardcore, Pop Punk",,,,"June 22, 2022 5:46 PM",3f0c6e44d1d14bfdb3a19fe34709a1ae
I Wish I,US,California,San Diego,Dim Mak Records (https://www.notion.so/Dim-Mak-Records-85e6e6f5c31b42c2a059665c5e7ea970?pvs=21),Jejune (https://www.notion.so/Jejune-ab7da6d5c945429999ebb81a901df911?pvs=21),One Hundred Words for Snow (https://www.notion.so/One-Hundred-Words-for-Snow-5eaa16861b564255a033b2f6c5a59450?pvs=21),1996,,,https://www.discogs.com/artist/1315795-I-Wish-I,https://rateyourmusic.com/artist/i_wish_i,"Emo-Core, Post-Hardcore",7,7,,"June 22, 2022 10:36 AM",1a5ec614d56d4e01aac7b45b97395a2e
Filmmaker,Canada,Saskatchewan,Estevan,,,,2000,,,https://www.discogs.com/artist/571602-Filmmaker,https://rateyourmusic.com/artist/filmmaker,Midwest Emo,,,Mineral-like,"June 20, 2022 11:10 AM",00760e57cc2e4ca0b3e7685be1b785ad
Erevan,France,Loire,Saint-Étienne,,,,2000,http://erevan.chez-alice.fr/indexerevan.html,,https://www.discogs.com/artist/4090424-Erevan,,"Indie Rock, Midwest Emo",7,8,,"June 19, 2022 3:32 PM",fae89e815fe043018231f7afaa049570
Eiffel (aka Voux),US,Colorado,Denver,,,,1998,,,https://www.discogs.com/artist/2233053-Eiffel-3,,"Midwest Emo, Post-Hardcore",4,4,,"June 19, 2022 3:29 PM",b386fe8417f14a2397554f71f1274384
Durian,US,Washington D.C.,,,,,1998,,,https://www.discogs.com/artist/2835704-Durian,,"Math, Post-Hardcore",4,,,"June 19, 2022 3:28 PM",bfe26918a8f74730834bc84bbbe1ad2e
Dreams Forever Drowning,US,New York,,,,,2002,,,https://www.discogs.com/artist/5343319-Dreams-Forever-Drowning,,Melodic Hardcore,5,5,Female-fronted,"June 19, 2022 3:27 PM",199f84fff29e408994ee14c5760a2e81
Derail,US,California,,,,,1999,,,https://www.discogs.com/artist/1142728-Derail,,"Midwest Emo, Post-Hardcore",7,,,"June 19, 2022 3:21 PM",ba64216c4ba54b1bade090600d80938f
Day of Less,US,Utah,Salt Lake City,,,,2001,,,https://www.discogs.com/artist/2738073-Day-Of-Less,,,6,6,,"June 19, 2022 3:16 PM",ad6fd81858c2457589acc93ad5d1991d
D.S. Sutton,Canada,British Columbia,Abbotsford,,,,2003,,,https://www.discogs.com/artist/6519307-DS-Sutton,,,7,7,,"June 19, 2022 3:14 PM",3c61e9564a42419096d3503b23b3c4e9
Crashcart,US,California,,,,,1999,,,https://www.discogs.com/artist/3991387-Crashcart,,Melodic Hardcore,6,,,"June 19, 2022 3:11 PM",89b51ee1df0346a5b425bd5d35e0a5a6
Caesura,UK/England,Hampshire,Winchester,,,,2006,,,https://www.discogs.com/artist/3438775-Caesura-3,,"Midwest Emo, Post Rock",7,7,With Delay-effect,"June 19, 2022 3:05 PM",ee0ed8c144c0431aa79765d049955296
Broadcaster,US,Minnesota,Minneapolis,,,,1998,,,https://www.discogs.com/artist/1489654-Broadcaster-2,,,5,,,"June 19, 2022 3:02 PM",b9c4c27fdf194c3eb920b248badd0b0b
Before Today,US,Illinois,Algonquin,,,,2001,,,https://www.discogs.com/artist/4804456-Before-Today-2,,"Indie Rock, Midwest Emo",7,7,,"June 19, 2022 2:51 PM",92cf35ab6cd24cbf99c215ff6d41244a
Bailer,US,Colorado,Denver?,,,,2002,,,https://www.discogs.com/artist/2660137-Bailer,https://rateyourmusic.com/artist/bailer,"Midwest Emo, Post-Hardcore",,,,"June 19, 2022 2:48 PM",53f6b3293d5d46f6959e9d3269e0a494
Audiocrush,US,California,Santa Cruz,,,,2001,,,https://www.discogs.com/artist/1004249-Audio-Crush,,"Melodic Hardcore, Midwest Emo",7,7,,"June 19, 2022 2:44 PM",fa123ef584bd45d29af9b413b800ca22
Pale,Germany,Nordrhein-Westfalen,Aachen,Defiance Records (https://www.notion.so/Defiance-Records-7f6b1e93ba56466bb6a435ac8aea01e9?pvs=21),,Rydell (https://www.notion.so/Rydell-1707f5da3a0e4d3791db1e91b97b15da?pvs=21),1994,http://www.pale-band.de/,,https://www.discogs.com/artist/83607-Pale,,"Indie Rock, Midwest Emo",,,,"June 19, 2022 11:13 AM",307a8c54af6b4704bf21f1272e59d63a
bufferins,Japan,Hokkaido,Sapporo,,,,1998,,,https://www.discogs.com/artist/1886203-Bufferins,,Midwest Emo,7,7,"Female-fronted, Mineral-like","June 18, 2022 11:31 PM",4678844b9e78456591d1ed8b82be87d0
Woke Up Falling,US,Oregon,Portland,,,,2001,,https://wokeupfalling.bandcamp.com/,https://www.discogs.com/artist/2029065-Woke-Up-Falling,,Midwest Emo,,7,,"June 18, 2022 11:23 PM",fc06626aab9d43f38ec305532976f385
Saving Lives,US,New Jersey,Jersey City,,,,2012,,https://savinglives.bandcamp.com,,,,,,,"June 18, 2022 11:16 PM",f973f1fcff294c2b9f85aa0233af0d54
Driveway Speeding,UK/England,Hampshire,"Basingstoke, Hampshire/Brighton, East Sussex",Crackle! Records (https://www.notion.so/Crackle-Records-7d0b0422552a42e490f5054b57dd7191?pvs=21),,,2005,,https://drivewayspeeding.bandcamp.com/,,,,,,,"June 18, 2022 11:06 PM",7a32da85afe24b038a34b912f46bebae
Hoofprints,US,Texas,Houston,,,,2012,,https://hoofprints.bandcamp.com/,,,,,,,"June 18, 2022 11:04 PM",2a9a3cff2a654cbeacf723836f3bc4f0
Lightsome,Germany,North Rhine-Westphalia,Düren,,,,1994,,https://lightsome.bandcamp.com/,,,,,,,"June 18, 2022 11:03 PM",44ae72da55b14842883313a352000226
Starlite Motel,US,Florida,Fort Myers,,,,2003,,https://starlitemotel.bandcamp.com/,,,,,,,"June 18, 2022 11:01 PM",80b71b31400247a3ab1df2b7c0410ebd
Lync,US,Washington D.C.,Olympia,K Records (https://www.notion.so/K-Records-291a68ef93ed4689bdd408baac9b8f87?pvs=21),,,1994,,https://lync1994.bandcamp.com/,https://www.discogs.com/artist/307917-Lync,,Post-Hardcore,7,8,Female-fronted,"June 18, 2022 10:59 PM",88d5e34f92fd4ec498d13219401f2d32
Kiss Me Deadly,Canada,Québec,Montréal,,,,2002,,https://kissmedeadlymontreal.bandcamp.com/,https://www.discogs.com/artist/445220-Kiss-Me-Deadly,,,,,,"June 18, 2022 10:52 PM",8a94060eaf1f4e34877d19d3843182e1
The Bitter Life Typecast,US,California,San Diego,,,,2002,,https://thebitterlifetypecast.bandcamp.com/,https://www.discogs.com/artist/417387-The-Bitter-Life-Typecast,,"Midwest Emo, Post Rock, Post-Hardcore",7,7,Twin-vocal,"June 18, 2022 10:51 PM",4fcae88dea234041a7ff540d9e8b0f06
"Infind (fka Drowjaw, Filter, Carbon)",US,New York,Staten Island,,Miracle of 86 (aka Delusion) (https://www.notion.so/Miracle-of-86-aka-Delusion-a39d2c96ec004b849ffbf73c42007cc1?pvs=21),,1995,,,https://www.discogs.com/artist/1785575-Infind,https://rateyourmusic.com/artist/infind,"Midwest Emo, Post-Hardcore",7,6,,"June 18, 2022 10:49 PM",885ab06b540344f59646b91f9e8353d8
Blake,Canada,Ontario,,,Spirit (https://www.notion.so/Spirit-24fe9182e0e24a43891690383ef91989?pvs=21),,1997,,https://blueskiesturnblack.bandcamp.com/album/discography-includes-bonus-tracks,https://www.discogs.com/artist/2286835-Blake-18,,,,,,"June 18, 2022 10:44 PM",1bab2bc9eeaa42b8bb8ddc1226205b83
Caving,US,Indiana,Thayer,,,,2016,,https://cavingmusic.bandcamp.com/,,,,,,,"June 18, 2022 10:42 PM",17bb32ac96e249a4b17b2c2ca50bdb91
Dreaming of the Fifth,US,,,,,,2001,http://www.myspace.com/dreamingofthefifth,https://plutorecords.bandcamp.com/album/dreaming-of-the-fifth-evelynn,https://www.discogs.com/artist/957106-Dreaming-Of-The-Fifth,https://rateyourmusic.com/artist/dreaming_of_the_fifth,"Midwest Emo, Piano Rock, Post-Hardcore",6,6,Twin-vocal,"June 18, 2022 10:39 PM",a97aa374ffae4574a9a81d58e1b5c082
Newvale,US,California,,Indie Vision Music (https://www.notion.so/Indie-Vision-Music-27db3e1eb0c94cfcbb36e445c5861b69?pvs=21),,,2017,,https://indievisionmusic.bandcamp.com/album/summers-gone-ep,https://www.discogs.com/artist/2679921-Newvale,,,,,CCM,"June 18, 2022 10:15 PM",28f7aad35fb84e55818b1d487348ed30
Something Special Died,US,Minnesota,Minneapolis,,,,1998,,https://thebrokenhour.bandcamp.com/album/something-special-died,,,,,,,"June 18, 2022 10:14 PM",dc80b366b7a34ca3bc57ca29d345cda8
Spengler,Canada,Québec,Montréal,,,,,,https://blueskiesturnblack.bandcamp.com/album/we-need-a-miracle,,,,,,,"June 18, 2022 10:12 PM",0a08f4d2661e452ab849846849f752ad
Standing Small,US,,,Indie Vision Music (https://www.notion.so/Indie-Vision-Music-27db3e1eb0c94cfcbb36e445c5861b69?pvs=21),,,2010,,https://indievisionmusic.bandcamp.com/album/asleep-at-the-oars-dreaming-of-freedom,https://www.discogs.com/artist/2740298-Standing-Small,,,,,CCM,"June 18, 2022 10:11 PM",b7e352f49ec84af48caf4fb5cd73f803
The Concrete Summer,US,Pennsylvania,Erie,,,,2012,,https://theconcretesummer.bandcamp.com,,,,,,,"June 18, 2022 10:09 PM",fbfed0a29eb54289aa340b299d3505a5
The Divided Body,US,Florida,Tallahassee,,,,1998,,https://thedividedbody.bandcamp.com/,,,,,,,"June 18, 2022 10:07 PM",4e8ffdc2753c4ac79dcbe9d071f24c96
Moan,Brazil,,Belo Horizonte,,,,,,https://moanbh.bandcamp.com/,,,,,,,"June 18, 2022 10:06 PM",8ef1c9fcb269429d97a58271b2e6a46a
The Ivy Crown,US,Michigan,,,,,1998,,,https://www.discogs.com/artist/2340391-The-Ivy-Crown,,"Emo-Core, Midwest Emo, Post-Hardcore",6,7,,"June 18, 2022 10:06 PM",c104ccbb86d64c45a6eb83660d7c9d9f
The Walnut Street Project,US,Pennsylvania,Meadville,,,,1999,,http://thewalnutstreetproject.bandcamp.com/,https://www.discogs.com/artist/2401096-The-Walnut-Street-Project,,"Indie Rock, Midwest Emo",7,7,,"June 18, 2022 10:05 PM",b36829f2cc6643ef9e8cb73876f85bbf
The Crush,US,Minnesota,Minneapolis,,Amp 176 (https://www.notion.so/Amp-176-1910fa55db294fc8a9cb63657e4c8a90?pvs=21),,2001,,,https://www.discogs.com/artist/1354351-The-Crush,,Melodic Hardcore,,,,"June 18, 2022 8:51 PM",de39c1b66c1946cb9b93e76a3882d257
